"number","title","pageid","namespace","length","touched"
"3229","Allan_Chapman_(historian)","2787034","","10209","20260226150316"
"3230","Coalition_for_Deep_Space_Exploration","2789424","","5238","20260320235016"
"3231","Solar_physics","2792708","","13772","20260105133131"
"3232","History_of_the_Big_Bang_theory","2794117","","20173","20260309163519"
"3233","Space_Exploration_Alliance","2796758","","4190","20250527000846"
"3234","Alpha_Apodis","2797048","","11189","20251203202423"
"3235","Gamma_Apodis","2797065","","8897","20260203180503"
"3236","Beta_Apodis","2797089","","9669","20260203180446"
"3237","Delta_Apodis","2797225","","12672","20260203192317"
"3238","Zeta_Apodis","2797254","","7160","20260311201147"
"3239","Epsilon_Apodis","2797271","","11001","20260203193624"
"3240","Eta_Apodis","2797429","","8841","20260311201255"
"3241","Iota_Apodis","2797478","","7393","20260203193917"
"3242","Kappa_Apodis","2797531","","406","20230514132032"
"3243","R_Apodis","2797553","","10362","20260203195819"
"3244","Photographic_magnitude","2797809","","6239","20250315221053"
"3245","Theta_Apodis","2797942","","11340","20260203193840"
"3246","Nu_Draconis","2802563","","13395","20260222180201"
"3247","Zero_spacing_flux","2803726","","3075","20240618042321"
"3248","Judica-Cordiglia_brothers","2803856","","12390","20260317065437"
"3249","AdS_black_hole","2808307","","2791","20250923035508"
"3250","Black_brane","2808327","","5526","20260126005156"
"3251","Alpher–Bethe–Gamow_paper","2808556","","8672","20250426055403"
"3252","Delta2_Tauri","2811503","","8819","20260326211236"
"3253","Delta3_Tauri","2811509","","12912","20260317212536"
"3254","Dysnomia_(moon)","2820700","","22051","20260304101809"
"3255","A_World_of_Difference_(novel)","2824171","","9048","20260319052023"
"3256","ProSpace","2827479","","2031","20251207161232"
"3257","American_Astronautical_Society","2828383","","4654","20260109224050"
"3258","String_theory_landscape","2828566","","13736","20251211010533"
"3259","NGC_17","2836892","","4760","20250921001753"
"3260","Xiazhi","2839592","","12749","20260125165341"
"3261","Dongzhi","2839627","","19361","20260310112220"
"3262","Fornax_Cluster","2841242","","12433","20250413063612"
"3263","Ladon_(mythology)","2843199","","9188","20260322035441"
"3264","452_Hamiltonia","2846166","","3718","20240818140231"
"3265","473_Nolli","2846298","","3227","20251225134241"
"3266","HD_189733","2847060","","22151","20260304221850"
"3267","Cosmological_horizon","2848730","","8875","20251126033716"
"3268","Siriometer","2849571","","3454","20251113195758"
"3269","Jiao_Bingzhen","2851077","","2279","20250626020615"
"3270","Intercept_method","2853761","","15498","20251226082835"
"3271","Zeta_Aquarii","2858427","","15768","20260311210601"
"3272","88_Aquarii","2858562","","7252","20260311202128"
"3273","Lambda_Aquarii","2858591","","18267","20260311203552"
"3274","98_Aquarii","2858604","","7175","20260311201510"
"3275","Eta_Aquarii","2858620","","9379","20260311202243"
"3276","Tau_Aquarii","2858679","","883","20240401122259"
"3277","Tau1_Aquarii","2858696","","11611","20260311205716"
"3278","Tau2_Aquarii","2858697","","9303","20251217181853"
"3279","Phi_Aquarii","2858710","","9196","20260311204750"
"3280","Psi_Aquarii","2858893","","1034","20251004062350"
"3281","91_Aquarii","2858907","","14380","20251004062408"
"3282","Psi2_Aquarii","2858908","","7535","20260311204846"
"3283","Psi3_Aquarii","2858909","","8560","20260311204959"
"3284","Iota_Aquarii","2858940","","10952","20260318134257"
"3285","Omega_Aquarii","2859004","","938","20250806044512"
"3286","Nu_Aquarii","2859017","","9090","20260311203704"
"3287","Mu_Aquarii","2859088","","12477","20260317193636"
"3288","Omicron_Aquarii","2859126","","14113","20260311204715"
"3289","Pi_Aquarii","2859176","","16993","20260319200539"
"3290","Sigma_Aquarii","2859215","","10303","20260311205149"
"3291","Chi_Aquarii","2859237","","8492","20260311202145"
"3292","Upsilon_Aquarii","2859251","","12945","20260311205924"
"3293","Rho_Aquarii","2859258","","12079","20260311205020"
"3294","Epsilon_Cassiopeiae","2859445","","15541","20260324163236"
"3295","Pan_Twardowski","2864015","","13471","20260117000421"
"3296","String_cosmology","2864696","","10266","20250924230558"
"3297","Personal_equation","2865218","","4328","20250915163240"
"3298","Zeta_Aquilae","2865764","","23965","20260126201321"
"3299","HD_38529","2865862","","18248","20251223161020"
"3300","Theta_Aquilae","2865924","","15585","20260126201047"
"3301","Delta_Aquilae","2866064","","16169","20260126201416"
"3302","Epsilon_Aquilae","2866094","","13652","20260126201345"
"3303","Mount_Laguna_Observatory","2866330","","10457","20260317221755"
"3304","Lambda_Aquilae","2866881","","16757","20260126200912"
"3305","Iota_Aquilae","2866987","","11017","20260317192047"
"3306","Al_Thalimain","2866997","","311","20260106222909"
"3307","Mu_Aquilae","2867096","","8996","20260126200856"
"3308","Nu_Aquilae","2867150","","8950","20260126200843"
"3309","Xi_Aquilae","2867172","","20220","20260216165417"
"3310","Kappa_Aquilae","2867341","","10378","20260126200926"
"3311","Rho_Aquilae","2867350","","11649","20251220142748"
"3312","SERN","2869150","","1595","20220819014519"
"3313","Eta_Piscium","2869798","","12916","20260317205722"
"3314","Tensor–vector–scalar_gravity","2870168","","13903","20251004204037"
"3315","Omicron_Aquilae","2870176","","11118","20260126200752"
"3316","Sigma_Aquilae","2870287","","11013","20260126200722"
"3317","Chi_Aquilae","2870352","","9976","20260323211508"
"3318","Phi_Aquilae","2870373","","12948","20260126200238"
"3319","Omega_Aquilae","2870411","","435","20220207065920"
"3320","Tau_Aquilae","2870440","","8005","20260126200705"
"3321","Upsilon_Aquilae","2870456","","6696","20260126200640"
"3322","Pi_Aquilae","2870478","","5511","20260126200739"
"3323","Psi_Aquilae","2870495","","10113","20260126200137"
"3324","Rossiter–McLaughlin_effect","2870581","","7978","20250202210027"
"3325","Uriel's_Machine","2876716","","6268","20250312185106"
"3326","Beta_Arae","2877751","","11899","20250930041157"
"3327","Alpha_Arae","2877787","","15678","20260208194401"
"3328","Zeta_Arae","2877977","","13427","20260204000348"
"3329","Gamma_Arae","2878022","","11318","20260313214638"
"3330","Delta_Arae","2878186","","10751","20251116235419"
"3331","Theta_Arae","2878274","","7987","20251218174422"
"3332","Eta_Arae","2878298","","7965","20251218180303"
"3333","Epsilon_Arae","2878375","","400","20230517001448"
"3334","Epsilon1_Arae","2878385","","9005","20260320215033"
"3335","Epsilon2_Arae","2878393","","12234","20260125165435"
"3336","Sigma_Arae","2878432","","6386","20251218174222"
"3337","Lambda_Arae","2878457","","7802","20250703132414"
"3338","Kappa_Arae","2878478","","9028","20251218181018"
"3339","Iota_Arae","2878528","","10688","20260323204553"
"3340","Pi_Arae","2878534","","8943","20251218182013"
"3341","Nu_Arae","2878755","","1158","20251209100119"
"3342","V539_Arae","2878761","","14467","20251218183021"
"3343","Nu2_Arae","2878762","","6633","20251218173617"
"3344","Epsilon_Arietis","2879746","","9858","20260121192720"
"3345","Lambda_Arietis","2879792","","9836","20260121192156"
"3346","Zeta_Arietis","2879803","","10021","20260121192706"
"3347","Kappa_Arietis","2879830","","6988","20260121192216"
"3348","Iota_Arietis","2879854","","10068","20260121192246"
"3349","Eta_Arietis","2879860","","9326","20260228212918"
"3350","Pi_Arietis","2879901","","10190","20260121191621"
"3351","Tau_Arietis","2879948","","426","20250917014243"
"3352","Nu_Arietis","2879966","","7585","20260121192107"
"3353","Xi_Arietis","2879978","","7435","20260121191845"
"3354","Sigma_Arietis","2879990","","8473","20260121191312"
"3355","Theta_Arietis","2880000","","8545","20260121192404"
"3356","SN_2005bc","2880019","","4297","20251218025210"
"3357","Rho_Arietis","2880043","","654","20200817154715"
"3358","Mu_Arietis","2880103","","7986","20260121192135"
"3359","Tau1_Arietis","2880137","","10876","20260121191152"
"3360","Tau2_Arietis","2880139","","8713","20260121191132"
"3361","Omicron_Arietis","2880152","","7159","20260121191719"
"3362","Lionheart:_Legacy_of_the_Crusader","2880210","","16701","20241003232547"
"3363","Theta_Aurigae","2890968","","14732","20260324142207"
"3364","Iota_Aurigae","2891006","","16080","20260324140412"
"3365","Eta_Aurigae","2892279","","13295","20260324140436"
"3366","Long_March_1D","2892589","","11521","20260222093538"
"3367","Delta_Aurigae","2893395","","12230","20260206021156"
"3368","Nu_Aurigae","2893422","","9029","20260324142151"
"3369","Pi_Aurigae","2893471","","9215","20260324142158"
"3370","Kappa_Aurigae","2893489","","7564","20251218064909"
"3371","William_Radcliffe_Birt","2897014","","6281","20250211024228"
"3372","New_Worlds_Mission","2898458","","15196","20260205231133"
"3373","Tau_Aurigae","2898697","","7549","20260324141408"
"3374","Lambda_Aurigae","2898771","","17087","20260215201744"
"3375","Chi_Aurigae","2898835","","7414","20260323211453"
"3376","Upsilon_Aurigae","2898851","","7824","20260324142139"
"3377","Aughra","2899284","","181","20240926083755"
"3378","Psi_Aurigae","2899529","","2314","20251221071101"
"3379","Beta_Comae_Berenices","2900862","","13528","20260324163434"
"3380","California_Space_Authority","2902422","","11409","20260207223541"
"3381","7_Andromedae","2902479","","6852","20260218163409"
"3382","3_Andromedae","2902480","","8086","20260218154422"
"3383","65_Andromedae","2902488","","8459","20260219140306"
"3384","58_Andromedae","2902491","","7472","20260218195646"
"3385","8_Andromedae","2902495","","10398","20260218165733"
"3386","60_Andromedae","2902499","","8311","20260218175841"
"3387","22_Andromedae","2902503","","7706","20260218213051"
"3388","41_Andromedae","2902505","","7771","20260218205205"
"3389","2_Andromedae","2902508","","11767","20260218165235"
"3390","64_Andromedae","2902511","","5669","20260218174922"
"3391","28_Andromedae","2902514","","9344","20260218210935"
"3392","14_Andromedae","2902516","","14485","20260223222529"
"3393","49_Andromedae","2902521","","7829","20260215112239"
"3394","4_Andromedae","2902524","","8161","20260218165611"
"3395","32_Andromedae","2902528","","5900","20260219125012"
"3396","62_Andromedae","2902535","","9349","20260218175818"
"3397","18_Andromedae","2902537","","5651","20260219123959"
"3398","55_Andromedae","2902541","","7631","20260219133448"
"3399","11_Andromedae","2902544","","7224","20250325204537"
"3400","36_Andromedae","2902549","","9531","20260219130056"
"3401","15_Andromedae","2902553","","10538","20260219123034"
"3402","63_Andromedae","2902557","","7433","20260218175026"
"3403","47_Andromedae","2902559","","6613","20260219131729"
"3404","5_Andromedae","2902563","","7755","20260218165646"
"3405","56_Andromedae","2902570","","9139","20260219133940"
"3406","44_Andromedae","2902572","","7328","20260219130714"
"3407","23_Andromedae","2902577","","9023","20260218213037"
"3408","13_Andromedae","2902578","","9575","20260218214611"
"3409","12_Andromedae","2902582","","6503","20260218164913"
"3410","45_Andromedae","2902589","","6951","20260219131337"
"3411","10_Andromedae","2902591","","5409","20251217152236"
"3412","6_Andromedae","2902593","","7911","20260218163315"
"3413","9_Andromedae","2902596","","7522","20260218165227"
"3414","39_Andromedae","2902597","","8405","20260218210544"
"3415","59_Andromedae","2902602","","9316","20260218193351"
"3416","26_Andromedae","2902603","","9706","20260218210951"
"3417","66_Andromedae","2902604","","6008","20260219141431"
"3418","99_Aquarii","2902614","","8391","20260311201525"
"3419","3_Aquarii","2902616","","14785","20260311203516"
"3420","86_Aquarii","2902619","","6363","20260311202110"
"3421","66_Aquarii","2902622","","8236","20260311202304"
"3422","101_Aquarii","2902624","","5941","20260311202100"
"3423","89_Aquarii","2902625","","7070","20260311202118"
"3424","104_Aquarii","2902630","","7827","20260311201451"
"3425","25_Aquarii","2902634","","8143","20260311202158"
"3426","47_Aquarii","2902638","","4429","20251218015223"
"3427","1_Aquarii","2902641","","8992","20251030000316"
"3428","108_Aquarii","2902642","","8862","20260311203258"
"3429","97_Aquarii","2902644","","6183","20251218020353"
"3430","94_Aquarii","2902648","","9975","20251218011949"
"3431","106_Aquarii","2902653","","9488","20260311203150"
"3432","68_Aquarii","2902655","","6205","20251218013139"
"3433","107_Aquarii","2902658","","6131","20260311203203"
"3434","32_Aquarii","2902665","","8110","20251218021308"
"3435","41_Aquarii","2902668","","6344","20251217184028"
"3436","42_Aquarii","2902671","","5620","20251217183138"
"3437","103_Aquarii","2902675","","5604","20260311201415"
"3438","38_Aquarii","2902681","","6553","20260311202218"
"3439","83_Aquarii","2902684","","6097","20260311202323"
"3440","18_Aquarii","2902687","","6501","20251218012204"
"3441","21_Aquarii","2902690","","4633","20251218021303"
"3442","7_Aquarii","2902694","","7402","20251218011804"
"3443","39_Arietis","2902695","","10337","20260121182607"
"3444","12_Aquarii","2902700","","5128","20251218012339"
"3445","35_Arietis","2902701","","9544","20260121180853"
"3446","49_Aquarii","2902704","","4714","20251218013618"
"3447","14_Arietis","2902706","","6970","20260121182248"
"3448","77_Aquarii","2902707","","7037","20251217181348"
"3449","38_Arietis","2902710","","10137","20260121180816"
"3450","33_Arietis","2902713","","6899","20260121180917"
"3451","5_Aquarii","2902716","","6723","20251218011749"
"3452","53_Aquarii","2902719","","11869","20260311202250"
"3453","52_Arietis","2902721","","5957","20260121180213"
"3454","30_Aquarii","2902722","","6948","20251218022103"
"3455","96_Aquarii","2902726","","7066","20251218022128"
"3456","64_Arietis","2902727","","5360","20260121174603"
"3457","26_Aquarii","2902729","","5261","20251217174418"
"3458","19_Aquarii","2902732","","5341","20250907055014"
"3459","44_Aquarii","2902733","","7285","20251218014938"
"3460","50_Aquarii","2902741","","5724","20251218014958"
"3461","19_Arietis","2902744","","7469","20260121182043"
"3462","15_Arietis","2902746","","8713","20260121182231"
"3463","31_Arietis","2902747","","6186","20260121181029"
"3464","10_Arietis","2902748","","6090","20260121182446"
"3465","51_Aquarii","2902750","","7134","20251218014013"
"3466","21_Arietis","2902751","","7852","20260121181552"
"3467","62_Arietis","2902753","","6238","20260121174618"
"3468","35_Aquarii","2902754","","6926","20251218014748"
"3469","74_Aquarii","2902756","","11336","20251218013613"
"3470","15_Aquarii","2902758","","8174","20251218021553"
"3471","55_Arietis","2902773","","7308","20260121175952"
"3472","4_Arietis","2902778","","6375","20260121182536"
"3473","40_Arietis","2902784","","6542","20260121180417"
"3474","1_Arietis","2902785","","5410","20260121182549"
"3475","47_Arietis","2902789","","12339","20260121180400"
"3476","20_Arietis","2902791","","8655","20260121181855"
"3477","56_Arietis","2902797","","10006","20260121175032"
"3478","7_Arietis","2902800","","7405","20260121182502"
"3479","16_Aquarii","2902801","","5900","20251218021508"
"3480","60_Aquarii","2902803","","6251","20250425190225"
"3481","45_Aquarii","2902805","","3514","20251218021408"
"3482","17_Aquarii","2902810","","5134","20251218021203"
"3483","39_Aquarii","2902812","","6501","20251217182003"
"3484","59_Arietis","2902813","","4444","20260121174714"
"3485","49_Arietis","2902814","","6788","20260121180344"
"3486","82_Aquarii","2902815","","6188","20251218013358"
"3487","70_Aquarii","2902818","","7655","20251218011924"
"3488","78_Aquarii","2902824","","3432","20250427202015"
"3489","11_Aquarii","2902825","","7924","20260206031956"
"3490","81_Aquarii","2902827","","4292","20250427202042"
"3491","54_Arietis","2902828","","6539","20260121180018"
"3492","27_Arietis","2902832","","5949","20251124191053"
"3493","100_Aquarii","2902833","","4196","20251218012924"
"3494","60_Arietis","2902836","","4857","20260121174630"
"3495","26_Arietis","2902837","","8711","20260121181527"
"3496","56_Aquarii","2902839","","7394","20251218021218"
"3497","53_Arietis","2902841","","7578","20260121180132"
"3498","20_Aquarii","2902843","","6575","20251218022233"
"3499","65_Arietis","2902845","","6872","20260121174543"
"3500","66_Arietis","2902847","","6711","20260121174011"
"3501","29_Aquarii","2902848","","6970","20251218020048"
"3502","30_Arietis","2902851","","12623","20260115045548"
"3503","16_Arietis","2902853","","4537","20260121182207"
"3504","58_Aquarii","2902854","","7948","20251218014258"
"3505","11_Arietis","2902856","","6139","20260121182335"
"3506","61_Aquarii","2902857","","4683","20251218020123"
"3507","37_Aquarii","2902862","","303","20201024190639"
"3508","51_Arietis","2902863","","7634","20260121180322"
"3509","24_Aquarii","2902864","","7575","20260103162529"
"3510","HR_515","2902865","","8919","20251219134223"
"3511","36_Arietis","2902871","","5141","20260121180830"
"3512","25_Arietis","2902872","","4785","20251217131805"
"3513","12_Aquilae","2902880","","8303","20260122215338"
"3514","71_Aquilae","2902882","","8016","20260122194951"
"3515","69_Aquilae","2902885","","4928","20260122200119"
"3516","70_Aquilae","2902886","","10076","20260122200054"
"3517","26_Aquilae","2902888","","7733","20260122213412"
"3518","4_Aquilae","2902891","","6374","20260126200041"
"3519","36_Aquilae","2902893","","7264","20260122210349"
"3520","18_Aquilae","2902895","","11595","20260122215219"
"3521","23_Aquilae","2902897","","7993","20260122213522"
"3522","37_Aquilae","2902900","","5720","20260122210327"
"3523","21_Aquilae","2902903","","12059","20260122214052"
"3524","31_Aquilae","2902906","","9812","20260320040541"
"3525","19_Aquilae","2902908","","10447","20260122215134"
"3526","11_Aquilae","2902910","","9031","20260122220609"
"3527","57_Aquilae","2902912","","6184","20260122203505"
"3528","20_Aquilae","2902914","","8142","20260122214229"
"3529","51_Aquilae","2903015","","6607","20260122204632"
"3530","14_Aquilae","2903019","","7166","20260122215320"
"3531","15_Aquilae","2903021","","7141","20260122215238"
"3532","66_Aquilae","2903029","","8213","20260122201112"
"3533","42_Aquilae","2903032","","7958","20260122205949"
"3534","27_Aquilae","2903035","","9142","20260122212931"
"3535","28_Aquilae","2903041","","7923","20260122212135"
"3536","22_Aquilae","2903042","","6541","20260122214026"
"3537","58_Aquilae","2903043","","4997","20260122203248"
"3538","62_Aquilae","2903046","","4954","20260122203213"
"3539","56_Aquilae","2903051","","8630","20260122204425"
"3540","35_Aquilae","2903055","","11360","20260122211628"
"3541","5_Aquilae","2903058","","7091","20260126195957"
"3542","10_Aquilae","2903059","","8965","20260122220923"
"3543","64_Aquilae","2903061","","5030","20260122201430"
"3544","8_Aquilae","2903062","","8204","20260122221117"
"3545","68_Aquilae","2903063","","6546","20260122200134"
"3546","24_Aquilae","2903064","","5921","20260122213437"
"3547","16_Aurigae","2903077","","9683","20260215153419"
"3548","2_Aurigae","2903078","","6539","20260215152442"
"3549","Mu_Aurigae","2903080","","11456","20260324140454"
"3550","1_Aurigae","2903083","","7923","20251218062129"
"3551","63_Aurigae","2903086","","4489","20260215180730"
"3552","Xi_Aurigae","2903089","","9369","20260324142129"
"3553","9_Aurigae","2903092","","13264","20260215152338"
"3554","14_Aurigae","2903093","","9689","20260215153201"
"3555","Sigma_Aurigae","2903095","","7963","20260324140706"
"3556","19_Aurigae","2903098","","7747","20260215154030"
"3557","Phi_Aurigae","2903099","","7224","20260324140716"
"3558","65_Aurigae","2903103","","5405","20260215181358"
"3559","Rho_Aurigae","2903106","","8592","20260324140557"
"3560","66_Aurigae","2903108","","5912","20260215181508"
"3561","49_Aurigae","2903111","","6578","20260215172744"
"3562","45_Aurigae","2903112","","6262","20260215170656"
"3563","40_Aurigae","2903119","","6622","20260215162320"
"3564","26_Aurigae","2903164","","6596","20260215154443"
"3565","UU_Aurigae","2903166","","10708","20260214112620"
"3566","Omicron_Aurigae","2903169","","8535","20260324141228"
"3567","41_Aurigae","2903172","","9457","20260215164043"
"3568","51_Aurigae","2903173","","5608","20260215172419"
"3569","36_Aurigae","2903177","","8579","20260215160824"
"3570","RT_Aurigae","2903180","","12369","20260319081415"
"3571","53_Aurigae","2903181","","5845","20260215172438"
"3572","WW_Aurigae","2903184","","9054","20251218074701"
"3573","64_Aurigae","2903187","","6633","20260215181246"
"3574","47_Aurigae","2903191","","4669","20260215170707"
"3575","39_Aurigae","2903194","","7036","20260215151850"
"3576","5_Aurigae","2903198","","6738","20260215153002"
"3577","AE_Aurigae","2903201","","10348","20250318201153"
"3578","54_Aurigae","2903209","","8024","20260215172901"
"3579","62_Aurigae","2903211","","5867","20260215180648"
"3580","38_Aurigae","2903215","","7140","20260215160834"
"3581","59_Aurigae","2903216","","9161","20260215174723"
"3582","AR_Aurigae","2903250","","8823","20260107034147"
"3583","60_Aurigae","2903253","","6134","20260215174752"
"3584","43_Aurigae","2903260","","4216","20260215170158"
"3585","22_Aurigae","2903263","","5611","20260215154436"
"3586","6_Aurigae","2903268","","3899","20260215152752"
"3587","42_Aurigae","2903271","","7550","20260215170150"
"3588","18_Aurigae","2903273","","6201","20260215153615"
"3589","12_Aurigae","2903278","","7729","20260215152833"
"3590","Beta_Boötis","2903295","","11978","20260324143747"
"3591","Gamma_Boötis","2903305","","20764","20260324143650"
"3592","Eta_Boötis","2903315","","18113","20260324143352"
"3593","Theta_Boötis","2903320","","17968","20260317203159"
"3594","Iota_Boötis","2903324","","12629","20260317203149"
"3595","Kappa_Boötis","2903327","","15353","20260317203140"
"3596","Mu1_Boötis","2903340","","10283","20260323162434"
"3597","Phi_Boötis","2903350","","7823","20260324143935"
"3598","38_Boötis","2903362","","8788","20251218021853"
"3599","Delta_Boötis","2903386","","15424","20260324143927"
"3600","Lambda_Boötis","2903392","","12788","20260324143638"
"3601","Nu1_Boötis","2903397","","10334","20260114203106"
"3602","Nu2_Boötis","2903402","","9947","20260114203232"
"3603","Omicron_Boötis","2903479","","7356","20251217183808"
"3604","Pi_Boötis","2903562","","10135","20251217174808"
"3605","Rho_Boötis","2903573","","12095","20260320214454"
"3606","Sigma_Boötis","2903592","","18846","20260320214441"
"3607","Upsilon_Boötis","2903598","","7797","20260324142326"
"3608","Chi_Boötis","2903601","","7818","20260324143913"
"3609","Psi_Boötis","2903608","","9465","20260324143755"
"3610","Nadir","2903625","","6391","20260213144646"
"3611","18_Boötis","2903629","","8516","20251218022648"
"3612","Omega_Boötis","2903681","","6724","20260324143718"
"3613","46_Boötis","2903695","","6514","20251218020653"
"3614","45_Boötis","2903699","","8121","20251218015453"
"3615","12_Boötis","2903703","","7976","20250521202824"
"3616","6_Boötis","2903706","","7749","20260328174655"
"3617","22_Boötis","2903710","","5632","20251218015548"
"3618","24_Boötis","2903712","","7737","20260119183727"
"3619","44_Boötis","2903716","","14991","20260101191436"
"3620","47_Boötis","2903721","","6948","20251218022518"
"3621","1_Boötis","2903732","","6561","20250421195611"
"3622","2_Boötis","2903736","","5023","20251218024540"
"3623","3_Boötis","2903738","","5099","20251218030646"
"3624","7_Boötis","2903740","","4434","20251218022808"
"3625","9_Boötis","2903741","","7080","20251218023725"
"3626","10_Boötis","2903742","","6277","20251218030321"
"3627","11_Boötis","2903747","","8036","20260129212923"
"3628","13_Boötis","2903749","","10345","20251002185714"
"3629","14_Boötis","2903750","","8880","20251218023710"
"3630","15_Boötis","2903753","","7686","20251218024555"
"3631","20_Boötis","2903755","","6588","20251218021738"
"3632","26_Boötis","2903757","","5685","20251218024225"
"3633","31_Boötis","2903759","","6722","20251218020818"
"3634","32_Boötis","2903766","","6041","20251218023550"
"3635","33_Boötis","2903767","","8510","20251218023635"
"3636","39_Boötis","2903772","","8407","20251218032157"
"3637","40_Boötis","2903774","","7892","20251218032612"
"3638","50_Boötis","2903778","","5230","20251218024650"
"3639","Theta_Cancri","2903793","","7874","20251218115446"
"3640","Eta_Cancri","2903813","","6983","20251126203444"
"3641","Iota_Cancri","2903820","","14096","20260323175027"
"3642","Kappa_Cancri","2903825","","9236","20251218130803"
"3643","Lambda_Cancri","2903831","","12203","20251218130913"
"3644","Mu2_Cancri","2903832","","8090","20251218160902"
"3645","Nu_Cancri","2903834","","8535","20251218165042"
"3646","Xi_Cancri","2903841","","12192","20251218081151"
"3647","Omicron1_Cancri","2903878","","8986","20251218165057"
"3648","Comet_seeker","2906487","","4314","20240924061202"
"3649","Prime_vertical","2909015","","2683","20240222000321"
"3650","Trepidation","2909851","","6014","20240629155321"
"3651","Omicron2_Cancri","2910043","","9834","20251218165102"
"3652","82_Cancri","2910058","","7852","20251218125142"
"3653","Rho2_Cancri","2910064","","6865","20251218123117"
"3654","Sigma1_Cancri","2910071","","8691","20251218165738"
"3655","Sigma2_Cancri","2910080","","6101","20251218161727"
"3656","Sigma3_Cancri","2910084","","7197","20251218165743"
"3657","Tau_Cancri","2910088","","6204","20251218165953"
"3658","Upsilon1_Cancri","2910091","","6799","20251218170148"
"3659","Upsilon2_Cancri","2910099","","6562","20251218170153"
"3660","Chi_Cancri","2910103","","7742","20251218163312"
"3661","Phi1_Cancri","2910106","","7574","20251218161242"
"3662","Phi2_Cancri","2910109","","8085","20251218165323"
"3663","14_Cancri","2910116","","5993","20251218124717"
"3664","13_Cancri","2910124","","5946","20251218120031"
"3665","Omega1_Cancri","2910125","","6170","20251218173642"
"3666","John_Adams_Whipple","2915421","","7144","20251221161105"
"3667","49_Cancri","2915807","","8842","20251003053602"
"3668","36_Cancri","2915812","","5345","20250521204512"
"3669","20_Cancri","2915817","","5275","20230820141545"
"3670","25_Cancri","2915826","","7671","20231230165807"
"3671","Amateur_Astronomers_Association_of_Pittsburgh","2915993","","7490","20250802132719"
"3672","45_Cancri","2916576","","7724","20250804212641"
"3673","50_Cancri","2916579","","8363","20250804212703"
"3674","1_Cancri","2916587","","7662","20251031000322"
"3675","3_Cancri","2916589","","6878","20250425190707"
"3676","Omega2_Cancri","2916590","","5810","20251117215958"
"3677","5_Cancri","2916593","","6832","20250315221657"
"3678","8_Cancri","2916595","","5498","20251218162912"
"3679","Mu1_Cancri","2916597","","10345","20251218160852"
"3680","12_Cancri","2916635","","6384","20251218170513"
"3681","15_Cancri","2916637","","10268","20251116165624"
"3682","21_Cancri","2916640","","4110","20251218170948"
"3683","24_Cancri","2916660","","5069","20251109110411"
"3684","27_Cancri","2916666","","8363","20250910095336"
"3685","28_Cancri","2916670","","9480","20251218171003"
"3686","29_Cancri","2916675","","6421","20251107202314"
"3687","34_Cancri","2916695","","7173","20251107202456"
"3688","35_Cancri","2916701","","7146","20251107202531"
"3689","37_Cancri","2916705","","5460","20251107202602"
"3690","38_Cancri","2916706","","8540","20251107202635"
"3691","39_Cancri","2916711","","4369","20251107202702"
"3692","40_Cancri","2916741","","6213","20251107203547"
"3693","42_Cancri","2916744","","7778","20260310170836"
"3694","46_Cancri","2916746","","6701","20251110204445"
"3695","53_Cancri","2916802","","5998","20251003053600"
"3696","54_Cancri","2916857","","5361","20251218171053"
"3697","57_Cancri","2916859","","5351","20251014121402"
"3698","60_Cancri","2916912","","8248","20260102225920"
"3699","61_Cancri","2916917","","6381","20251107204739"
"3700","66_Cancri","2916920","","6909","20251107204815"
"3701","67_Cancri","2916940","","8860","20251107205547"
"3702","70_Cancri","2918009","","5650","20251107210450"
"3703","75_Cancri","2918018","","3749","20251107211143"
"3704","79_Cancri","2918021","","4521","20251107212249"
"3705","80_Cancri","2918022","","299","20201106085912"
"3706","81_Cancri","2918033","","9658","20251218112317"
"3707","83_Cancri","2918034","","7781","20251218171143"
"3708","Gamma_Canis_Majoris","2918105","","10388","20260324145718"
"3709","Zeta_Canis_Majoris","2918119","","16280","20260318213122"
"3710","Theta_Canis_Majoris","2918144","","9341","20260324145341"
"3711","Iota_Canis_Majoris","2918147","","8365","20260324145730"
"3712","Kappa_Canis_Majoris","2922083","","12598","20260324145234"
"3713","Lambda_Canis_Majoris","2922091","","6762","20251219143145"
"3714","Nu1_Canis_Majoris","2922104","","6930","20260323171936"
"3715","Nu2_Canis_Majoris","2922113","","10980","20260324144141"
"3716","Nu3_Canis_Majoris","2922123","","8651","20260323171942"
"3717","Xi1_Canis_Majoris","2922156","","10903","20260324144131"
"3718","Xi2_Canis_Majoris","2922172","","8078","20260323204357"
"3719","Omicron1_Canis_Majoris","2922190","","15338","20260114022327"
"3720","Omicron2_Canis_Majoris","2922241","","13077","20260324145739"
"3721","Pi_Canis_Majoris","2922247","","8880","20260323172304"
"3722","Sigma_Canis_Majoris","2922260","","17201","20260324145354"
"3723","Tau_Canis_Majoris","2922273","","19684","20251224225444"
"3724","Omega_Canis_Majoris","2922278","","12676","20260324145753"
"3725","10_Canis_Majoris","2922286","","11956","20251219123216"
"3726","11_Canis_Majoris","2922292","","6572","20251109203514"
"3727","12_Canis_Majoris","2922306","","13101","20251219132008"
"3728","15_Canis_Majoris","2922308","","6709","20251219123226"
"3729","17_Canis_Majoris","2922314","","6548","20251219132023"
"3730","26_Canis_Majoris","2922316","","8738","20251219123443"
